0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z
1390385458.16 293.727 205.44 1208 291.021 203.115 1204 287.435 202.182 1208 283.788 202.779 1221 281.12 204.756 1221 283.734 205.989 1221 287.16 206.493 1212 290.703 206.18 1208 311.213 206.224 1225 314.069 204.336 1225 317.86 203.76 1238 321.48 204.753 1238 323.862 206.936 1247 321.16 207.849 1238 317.689 207.95 1234 314.224 207.297 1225 294.992 193.951 1204 288.949 192.3 1216 282.061 191.977 1229 277.73 194.466 1229 275.079 197.971 1225 276.302 199.125 1225 279.32 196.705 1225 282.927 195.433 1225 288.604 195.825 1204 294.228 197.003 1200 310.495 194.57 1238 316.878 193.603 1247 324.023 193.991 1256 328.353 196.977 1265 330.609 200.544 1275 329.265 201.658 0 326.54 199.045 1261 322.813 197.434 1247 316.944 197.174 1238 310.881 197.726 1238 298.378 205.166 1212 297.592 209.892 1212 295.599 213.845 1212 292.201 216.933 1212 292.748 221.229 1212 298.7 221.474 1216 303.032 221.684 1225 309.346 222.091 1229 310.508 217.96 1225 307.593 214.482 1225 306.371 210.252 1221 306.352 205.535 1221 288.258 232.169 1208 292.145 229.342 1208 296.782 227.384 1212 300.658 228.348 1221 304.655 227.767 1225 309.199 230.086 1234 312.986 233.232 1247 309.552 235.355 1243 305.437 236.589 1234 300.318 236.88 1221 295.24 236.207 1221 291.366 234.693 1212 290.765 231.989 1208 295.259 231.085 1208 300.461 231.295 1221 305.848 231.565 1229 310.491 232.853 1243 305.819 232.659 1225 300.425 232.578 1221 295.226 232.19 1208 271.82 205.987 1225 271.367 213.53 1229 271.785 220.738 1238 272.712 227.879 1238 274.411 234.62 1243 277.243 240.479 1247 281.129 244.997 1247 285.907 249.059 1261 291.922 252.243 1261 299.549 253.831 1270 307.251 253 1284 314.084 250.417 1299 319.785 246.499 1314 324.476 241.712 1529 327.899 235.851 1529 330.1 229.44 1542 331.733 222.722 1536 332.721 216.047 0 333.057 208.564 0 287.336 204.617 1212 317.695 206.138 1234 301.216 218.712 1221 295.919 190.979 1208 289.487 189.254 1216 281.243 188.971 1238 275.427 192.165 1238 272.292 196.158 1234 310.029 191.519 1238 316.789 190.527 1252 325.256 191.093 1261 330.934 194.889 1265 333.577 198.947 0
1390385458.78 293.544 205.059 1208 290.798 202.741 1204 287.181 201.824 1212 283.509 202.451 1221 280.821 204.468 1221 283.505 205.662 1221 286.96 206.134 1216 290.512 205.801 1208 311.046 205.764 1225 313.902 203.874 1225 317.708 203.29 1238 321.358 204.285 1238 323.783 206.48 1243 321.058 207.373 1243 317.566 207.466 1234 314.084 206.82 1225 294.71 193.446 1200 288.593 191.833 1216 281.642 191.579 1234 277.314 194.164 1229 274.69 197.744 1225 275.954 198.848 1225 278.973 196.356 1225 282.593 195.028 1225 288.309 195.376 1204 293.973 196.519 1195 310.236 194.004 1234 316.642 193.023 1247 323.829 193.418 1256 328.192 196.462 1265 330.48 200.085 1275 329.107 201.178 1275 326.352 198.508 1261 322.607 196.869 1247 316.709 196.609 1243 310.632 197.171 1234 298.202 204.721 1216 297.471 209.421 1208 295.516 213.338 1212 292.156 216.411 1208 292.748 220.69 1212 298.718 220.826 1216 303.064 221.019 1225 309.403 221.48 1229 310.528 217.355 1225 307.551 213.908 1221 306.27 209.732 1221 306.194 205.05 1221 288.46 231.764 1208 292.267 228.784 1208 296.884 226.72 1208 300.781 227.656 1216 304.768 227.065 1225 309.349 229.45 1229 313.127 232.71 1247 309.749 234.855 1238 305.646 236.125 1234 300.54 236.44 1221 295.453 235.785 1212 291.555 234.277 1212 290.999 231.536 1208 295.409 230.5 1208 300.624 230.649 1216 306.015 230.935 1225 310.581 232.313 1238 305.989 232.155 1225 300.593 232.1 1216 295.395 231.733 1208 271.662 205.856 1225 271.263 213.379 1234 271.721 220.549 1238 272.706 227.662 1238 274.456 234.378 1243 277.326 240.207 1252 281.275 244.711 1256 286.136 248.754 1256 292.233 251.93 1261 299.944 253.493 1270 307.726 252.626 1280 314.599 250.009 1294 320.312 246.063 1314 324.976 241.234 0 328.307 235.372 1536 330.384 228.966 1536 331.914 222.256 1536 332.79 215.614 0 333.014 208.162 0 287.104 204.267 1212 317.563 205.669 1234 301.211 218.128 1221 295.593 190.468 1208 289.08 188.783 1216 280.748 188.587 1238 274.92 191.908 1238 271.814 195.989 1238 309.758 190.951 1238 316.543 189.945 1252 325.076 190.52 1261 330.821 194.386 1265 333.505 198.504 0
1390385458.141 293.598 204.892 1208 290.83 202.541 1204 287.207 201.612 1208 283.534 202.271 1221 280.852 204.347 1221 283.559 205.536 1216 287.015 205.997 1212 290.557 205.649 1208 311.033 205.542 1225 313.896 203.613 1225 317.693 203 1238 321.333 204.01 1238 323.742 206.245 1243 321.038 207.144 1238 317.571 207.245 1234 314.097 206.604 1225 294.768 193.315 1200 288.592 191.692 1216 281.574 191.478 1229 277.21 194.126 1229 274.577 197.771 1225 275.871 198.887 1225 278.915 196.335 1225 282.561 194.96 1225 288.33 195.287 1204 294.039 196.44 1200 310.091 193.821 1234 316.511 192.807 1243 323.722 193.208 1252 328.102 196.287 1261 330.423 199.966 1270 329.041 201.079 1270 326.257 198.361 1256 322.512 196.691 1247 316.594 196.439 1243 310.514 197.036 1229 298.22 204.516 1212 297.521 209.269 1208 295.592 213.195 1208 292.246 216.243 1208 292.849 220.576 1208 298.944 220.758 1212 303.279 220.942 1221 309.679 221.315 1229 310.755 217.133 1225 307.723 213.713 1221 306.381 209.549 1221 306.249 204.818 1221 288.431 231.656 1208 292.373 228.683 1208 297.092 226.645 1208 301.065 227.594 1216 305.107 226.975 1225 309.819 229.306 1229 313.748 232.545 1243 310.242 234.808 1243 306.061 236.132 1234 300.899 236.467 1221 295.735 235.813 1216 291.711 234.279 1212 290.878 231.43 1208 295.535 230.416 1208 300.933 230.584 1216 306.507 230.83 1225 311.293 232.18 1238 306.51 232.146 1225 300.912 232.129 1216 295.504 231.736 1208 271.676 205.751 1225 271.285 213.402 1229 271.738 220.666 1238 272.726 227.906 1238 274.503 234.758 1243 277.451 240.687 1252 281.483 245.203 1261 286.431 249.243 1261 292.617 252.386 1261 300.388 253.924 1270 308.204 253.018 1280 315.076 250.376 1299 320.763 246.385 1309 325.391 241.499 1529 328.663 235.521 1536 330.634 228.993 1536 332.062 222.156 1536 332.824 215.43 0 332.951 207.878 0 287.144 204.106 1212 317.55 205.425 1234 301.383 217.984 1216 295.625 190.305 1208 289.045 188.61 1212 280.637 188.464 1238 274.774 191.865 1238 271.664 196.019 1234 309.6 190.737 1238 316.403 189.696 1247 324.969 190.277 1256 330.746 194.183 1265 333.471 198.364 0
1390385458.203 293.643 204.84 1208 290.893 202.57 1204 287.296 201.711 1212 283.662 202.411 1221 281.024 204.498 1221 283.698 205.629 1221 287.134 206.036 1212 290.654 205.645 1208 311.179 205.304 1225 313.999 203.375 1225 317.767 202.74 1238 321.391 203.697 1238 323.797 205.892 1243 321.107 206.804 1238 317.643 206.93 1234 314.184 206.328 1225 294.765 193.18 1200 288.685 191.676 1216 281.81 191.562 1229 277.516 194.179 1229 274.924 197.777 1225 276.161 198.934 1225 279.159 196.401 1225 282.765 195.016 1225 288.446 195.257 1200 294.09 196.301 1195 310.247 193.519 1234 316.573 192.479 1243 323.685 192.822 1256 328.051 195.776 1265 330.349 199.346 1270 329.027 200.508 1270 326.253 197.877 1261 322.504 196.287 1247 316.653 196.088 1238 310.642 196.715 1229 298.341 204.43 1212 297.62 209.117 1208 295.68 213.042 1208 292.363 216.195 1208 293.026 220.494 1208 299.021 220.489 1212 303.303 220.616 1221 309.609 221.037 1225 310.718 216.877 1225 307.777 213.445 1221 306.451 209.314 1221 306.307 204.649 1221 288.725 231.847 1208 292.507 228.678 1204 297.138 226.472 1208 301.064 227.334 1216 305.077 226.706 1225 309.646 229.098 1229 313.367 232.438 1247 310.032 234.594 1243 305.97 235.888 1225 300.862 236.27 1221 295.776 235.714 1216 291.856 234.289 1208 291.294 231.55 1208 295.708 230.344 1204 300.914 230.378 1212 306.267 230.624 1225 310.811 232.034 1238 306.233 231.891 1225 300.891 231.89 1216 295.701 231.625 1208 271.588 206.109 1225 271.202 213.688 1229 271.674 220.922 1238 272.661 228.106 1238 274.426 234.903 1243 277.331 240.804 1252 281.348 245.317 1256 286.32 249.309 1261 292.55 252.384 1261 300.352 253.828 1270 308.16 252.848 1280 315.048 250.123 1294 320.744 246.04 1309 325.336 241.052 1529 328.563 235.043 1536 330.57 228.516 1536 332.015 221.713 1536 332.797 215.001 0 332.913 207.524 0 287.251 204.167 1212 317.633 205.134 1234 301.437 217.774 1212 295.614 190.174 1204 289.131 188.603 1212 280.896 188.567 1238 275.144 191.924 1234 272.082 196.019 1234 309.751 190.463 1238 316.468 189.391 1247 324.911 189.9 1256 330.628 193.651 1270 333.317 197.712 0
1390385458.266 293.566 204.889 1208 290.819 202.684 1204 287.23 201.865 1212 283.605 202.549 1221 280.966 204.574 1221 283.627 205.688 1221 287.059 206.085 1212 290.582 205.693 1208 311.225 205.286 1225 314.039 203.391 1225 317.797 202.764 1238 321.418 203.673 1238 323.848 205.797 1243 321.152 206.715 1238 317.682 206.857 1234 314.22 206.282 1225 294.651 193.233 1200 288.652 191.767 1212 281.885 191.651 1229 277.63 194.187 1229 275.039 197.69 1225 276.207 198.87 1225 279.204 196.409 1225 282.8 195.068 1225 288.408 195.3 1204 293.999 196.309 1195 310.322 193.512 1234 316.586 192.456 1243 323.623 192.737 1252 327.986 195.577 1256 330.305 199.043 1270 329.04 200.229 1261 326.242 197.691 1256 322.477 196.176 1247 316.677 196.018 1238 310.701 196.662 1229 298.309 204.463 1212 297.575 209.118 1208 295.619 213.049 1208 292.25 216.23 1208 292.917 220.478 1208 298.923 220.457 1212 303.268 220.567 1221 309.593 220.968 1225 310.707 216.85 1225 307.745 213.423 1221 306.425 209.292 1221 306.29 204.657 1221 288.635 231.723 1208 292.409 228.56 1204 297.04 226.36 1208 300.967 227.192 1212 304.988 226.562 1221 309.559 228.921 1229 313.277 232.229 1247 309.96 234.459 1238 305.905 235.815 1225 300.743 236.238 1221 295.616 235.681 1216 291.721 234.219 1208 291.191 231.451 1208 295.606 230.203 1204 300.811 230.208 1212 306.168 230.443 1225 310.735 231.859 1238 306.129 231.825 1225 300.784 231.87 1212 295.593 231.602 1208 271.462 206.219 1225 271.1 213.705 1229 271.608 220.836 1238 272.636 227.901 1238 274.436 234.569 1247 277.334 240.367 1252 281.332 244.864 1252 286.276 248.852 1256 292.463 251.938 1256 300.245 253.36 1270 308.032 252.362 1280 314.898 249.589 1289 320.593 245.488 1304 325.196 240.504 1529 328.453 234.586 1536 330.535 228.159 1536 332.033 221.457 1536 332.869 214.822 0 333.025 207.437 0 287.182 204.253 1212 317.672 205.096 1234 301.378 217.753 1212 295.521 190.261 1204 289.123 188.729 1212 281.018 188.685 1234 275.327 191.939 1234 272.269 195.928 1234 309.8 190.496 1238 316.453 189.407 1247 324.803 189.841 1256 330.5 193.451 1270 333.208 197.394 0
1390385458.313 293.527 204.465 1208 290.788 202.223 1204 287.209 201.387 1212 283.601 202.104 1221 280.995 204.195 1221 283.633 205.306 1221 287.046 205.691 1212 290.55 205.289 1208 311.078 204.841 1225 313.895 202.9 1225 317.644 202.246 1238 321.247 203.181 1238 323.633 205.362 1247 320.962 206.282 1238 317.518 206.426 1234 314.069 205.85 1225 294.68 193.058 1195 288.665 191.588 1216 281.869 191.503 1229 277.579 194.056 1225 274.974 197.588 1225 276.165 198.799 1221 279.161 196.308 1225 282.766 194.939 1225 288.405 195.152 1204 294.022 196.167 1195 310.097 193.3 1234 316.38 192.237 1243 323.442 192.547 1256 327.817 195.399 1256 330.144 198.891 1270 328.872 200.099 1261 326.068 197.533 1256 322.301 195.991 1247 316.474 195.826 1243 310.489 196.482 1229 298.211 204.048 1212 297.456 208.716 1208 295.498 212.63 1208 292.161 215.8 1208 292.815 220.088 1208 298.845 220.12 1212 303.129 220.226 1221 309.476 220.56 1225 310.586 216.404 1225 307.661 212.997 1221 306.336 208.894 1221 306.186 204.238 1221 288.339 231.425 1208 292.205 228.262 1204 296.89 226.083 1208 300.863 226.925 1212 304.938 226.284 1221 309.568 228.611 1225 313.366 231.912 1243 309.95 234.14 1243 305.842 235.474 1225 300.639 235.887 1216 295.485 235.349 1216 291.533 233.915 1208 290.848 231.137 1208 295.411 229.919 1204 300.706 229.939 1212 306.162 230.152 1225 310.879 231.537 1238 306.134 231.5 1225 300.685 231.54 1212 295.386 231.275 1208 271.47 205.799 1225 271.043 213.369 1229 271.486 220.598 1238 272.449 227.796 1238 274.202 234.63 1243 277.116 240.577 1252 281.124 245.095 1256 286.089 249.072 1261 292.321 252.105 1256 300.111 253.518 1270 307.917 252.521 1275 314.821 249.794 1289 320.536 245.685 1299 325.147 240.671 1542 328.418 234.598 1536 330.473 228.011 1536 331.932 221.156 1536 332.718 214.403 0 332.834 206.91 0 287.169 203.833 1212 317.506 204.636 1234 301.271 217.353 1212 295.541 190.066 1204 289.121 188.528 1212 280.996 188.521 1238 275.286 191.791 1234 272.218 195.81 1229 309.587 190.267 1238 316.266 189.168 1247 324.634 189.634 1256 330.321 193.256 1270 333.031 197.227 0
1390385458.375 293.579 204.244 1208 290.806 201.977 1204 287.207 201.13 1212 283.587 201.903 1221 280.971 204.095 1221 283.685 205.156 1216 287.118 205.507 1212 290.61 205.079 1208 310.966 204.583 1225 313.773 202.626 1225 317.517 201.954 1238 321.123 202.931 1238 323.498 205.185 1243 320.841 206.066 1238 317.409 206.186 1229 313.972 205.596 1225 294.699 192.808 1200 288.531 191.38 1208 281.587 191.409 1234 277.268 194.135 1225 274.688 197.814 1225 275.973 198.943 1225 278.977 196.312 1225 282.607 194.832 1225 288.351 194.98 1204 294.061 195.964 1195 309.868 193.037 1234 316.184 191.998 1247 323.305 192.394 1256 327.679 195.389 1261 329.998 199.001 1270 328.654 200.155 1265 325.866 197.46 1256 322.131 195.823 1247 316.266 195.613 1238 310.28 196.254 1229 298.248 203.781 1212 297.575 208.372 1208 295.686 212.171 1208 292.465 215.24 1208 293.185 219.514 1208 299.233 219.409 1212 303.436 219.507 1221 309.704 219.915 1225 310.769 215.77 1225 307.824 212.454 1221 306.419 208.497 1221 306.179 203.937 1221 288.823 230.94 1208 292.65 227.665 1204 297.324 225.383 1208 301.317 226.206 1212 305.365 225.562 1221 309.991 227.948 1225 313.756 231.341 1243 310.384 233.37 1238 306.313 234.573 1225 301.221 234.941 1221 296.119 234.482 1212 292.098 233.211 1208 291.376 230.55 1204 295.892 229.277 1204 301.198 229.259 1212 306.619 229.48 1221 311.221 230.893 1234 306.601 230.642 1221 301.195 230.626 1212 295.901 230.446 1204 271.459 205.853 1225 271.077 213.419 1229 271.521 220.65 1238 272.487 227.882 1238 274.257 234.765 1247 277.244 240.721 1252 281.389 245.141 1256 286.532 248.981 1256 292.946 251.871 1256 300.849 253.203 1265 308.713 252.184 1280 315.635 249.52 1289 321.311 245.466 1299 325.824 240.467 1529 328.899 234.364 1536 330.697 227.756 1536 331.952 220.898 1536 332.534 214.199 0 332.467 206.766 1329 287.195 203.636 1212 317.387 204.391 1234 301.538 216.747 1212 295.474 189.804 1208 288.891 188.315 1216 280.588 188.449 1238 274.839 191.939 1238 271.802 196.123 1234 309.378 189.995 1238 316.096 188.922 1252 324.556 189.49 1256 330.277 193.286 1270 332.988 197.389 1344
1390385458.469 293.576 204.189 1204 290.798 201.962 1204 287.204 201.143 1212 283.598 201.933 1221 280.988 204.128 1221 283.714 205.162 1216 287.143 205.489 1208 290.621 205.048 1208 311.039 204.453 1221 313.828 202.502 1225 317.55 201.821 1238 321.143 202.776 1238 323.522 205.011 1243 320.879 205.894 1238 317.46 206.026 1234 314.03 205.454 1225 294.688 192.77 1200 288.564 191.388 1208 281.698 191.459 1229 277.387 194.146 1225 274.784 197.773 1225 276.025 198.947 1221 279.057 196.343 1225 282.709 194.87 1225 288.41 194.981 1204 294.091 195.925 1200 309.889 192.937 1238 316.114 191.883 1243 323.139 192.248 1256 327.509 195.154 1261 329.871 198.689 1265 328.576 199.899 1261 325.749 197.258 1256 322.007 195.667 1247 316.201 195.485 1238 310.289 196.145 1229 298.303 203.722 1212 297.638 208.286 1208 295.765 212.087 1208 292.572 215.19 1208 293.349 219.445 1208 299.416 219.28 1212 303.614 219.358 1221 309.843 219.755 1225 310.906 215.618 1225 307.96 212.297 1221 306.52 208.365 1216 306.225 203.838 1221 289.022 230.905 1204 292.839 227.598 1204 297.505 225.283 1204 301.506 226.069 1212 305.542 225.421 1221 310.151 227.791 1229 313.902 231.181 1243 310.549 233.144 1238 306.509 234.308 1225 301.445 234.682 1221 296.356 234.27 1212 292.324 233.073 1208 291.596 230.484 1204 296.114 229.183 1204 301.399 229.126 1212 306.776 229.332 1221 311.354 230.728 1234 306.755 230.41 1221 301.401 230.389 1212 296.132 230.267 1204 271.277 205.943 1225 270.917 213.494 1229 271.37 220.721 1238 272.36 227.958 1238 274.167 234.842 1247 277.215 240.798 1252 281.444 245.2 1256 286.687 248.984 1256 293.192 251.797 1256 301.142 253.06 1265 309.028 252.013 1275 315.965 249.342 1289 321.649 245.278 1299 326.148 240.257 1549 329.182 234.136 1542 330.936 227.512 1536 332.137 220.649 1542 332.66 213.95 0 332.531 206.564 0 287.205 203.632 1212 317.431 204.242 1234 301.678 216.629 1212 295.452 189.775 1208 288.911 188.332 1212 280.706 188.513 1238 274.992 191.952 1238 271.939 196.074 1234 309.373 189.91 1238 316.003 188.819 1247 324.353 189.346 1256 330.057 193.029 1265 332.814 197.044 0
1390385458.547 293.69 204.018 1204 290.906 201.77 1204 287.313 200.937 1212 283.732 201.771 1221 281.168 204.038 1221 283.897 205.05 1216 287.302 205.359 1208 290.753 204.898 1208 310.979 204.228 1221 313.739 202.233 1225 317.459 201.517 1238 321.07 202.496 1238 323.462 204.777 1238 320.823 205.663 1234 317.404 205.8 1229 313.976 205.23 1225 294.696 192.706 1200 288.529 191.363 1208 281.605 191.505 1234 277.326 194.29 1225 274.793 197.996 1225 276.1 199.107 1221 279.072 196.422 1225 282.69 194.882 1221 288.419 194.948 1204 294.12 195.867 1200 309.661 192.805 1234 315.938 191.735 1243 323.067 192.128 1252 327.472 195.115 1256 329.868 198.703 1261 328.534 199.895 1261 325.678 197.181 1252 321.916 195.535 1243 316.031 195.342 1238 310.081 196.018 1229 298.318 203.58 1212 297.689 208.063 1208 295.868 211.8 1208 292.81 214.86 1208 293.618 219.078 1204 299.511 218.872 1208 303.607 218.941 1216 309.831 219.35 1221 310.889 215.231 1225 307.952 211.971 1221 306.495 208.119 1216 306.161 203.675 1221 289.52 230.525 1204 293.226 227.259 1204 297.742 224.932 1208 301.69 225.711 1212 305.654 225.043 1221 310.273 227.402 1229 314.117 230.725 1247 310.732 232.362 1234 306.697 233.309 1221 301.766 233.603 1216 296.822 233.282 1208 292.83 232.322 1204 292.102 230.013 1204 296.47 228.818 1204 301.64 228.77 1208 306.953 228.943 1221 311.51 230.214 1234 306.942 229.517 1221 301.663 229.393 1208 296.527 229.395 1204 271.931 205.879 1225 271.585 213.336 1229 272.023 220.501 1234 273 227.703 1238 274.776 234.591 1247 277.823 240.537 1252 282.052 244.846 1247 287.293 248.51 1252 293.793 251.199 1252 301.685 252.411 1261 309.595 251.417 1275 316.624 248.915 1284 322.388 244.991 1299 326.921 240.077 0 329.922 233.937 1536 331.532 227.272 1536 332.605 220.38 0 333.015 213.661 0 332.785 206.269 0 287.345 203.48 1212 317.364 203.993 1229 301.761 216.263 1212 295.407 189.719 1208 288.817 188.317 1216 280.533 188.587 1238 274.838 192.158 1238 271.854 196.377 1234 309.15 189.786 1238 315.836 188.678 1243 324.307 189.237 1256 330.059 193.011 1265 332.849 197.076 0
1390385458.610 293.664 204.003 1204 290.905 201.799 1204 287.345 200.986 1208 283.799 201.8 1221 281.257 204.016 1221 283.95 205.028 1212 287.319 205.34 1208 290.744 204.888 1204 310.993 204.186 1221 313.734 202.209 1225 317.422 201.499 1234 321.004 202.447 1234 323.399 204.677 1238 320.772 205.574 1234 317.376 205.727 1229 313.966 205.179 1221 294.68 192.829 1195 288.657 191.489 1204 281.901 191.6 1229 277.654 194.251 1225 275.099 197.826 1225 276.317 199.014 1221 279.304 196.431 1225 282.917 194.961 1221 288.53 195.039 1200 294.132 195.954 1195 309.652 192.889 1229 315.816 191.799 1238 322.816 192.136 1247 327.208 194.978 1256 329.655 198.438 1261 328.407 199.707 1256 325.499 197.096 1252 321.721 195.529 1238 315.916 195.373 1234 310.049 196.069 1225 298.295 203.594 1212 297.631 208.075 1208 295.799 211.847 1208 292.727 214.958 1208 293.536 219.15 1204 299.42 219.007 1208 303.533 219.07 1212 309.784 219.412 1221 310.855 215.306 1225 307.917 212.017 1221 306.467 208.135 1216 306.126 203.684 1221 289.409 230.491 1204 293.144 227.295 1204 297.648 225.036 1204 301.593 225.803 1208 305.553 225.134 1216 310.202 227.425 1225 314.118 230.669 1243 310.677 232.366 1229 306.628 233.341 1221 301.665 233.65 1216 296.712 233.318 1208 292.737 232.329 1208 291.93 230.016 1204 296.371 228.862 1204 301.549 228.823 1208 306.893 228.975 1216 311.568 230.198 1229 306.891 229.579 1216 301.572 229.477 1208 296.416 229.465 1204 272.037 205.79 1225 271.668 213.206 1229 272.087 220.328 1229 273.067 227.497 1234 274.847 234.356 1247 277.898 240.298 1252 282.108 244.633 1247 287.313 248.317 1252 293.761 251.015 1247 301.59 252.223 1261 309.479 251.25 1270 316.514 248.763 1284 322.314 244.846 1294 326.895 239.945 1309 329.967 233.816 1536 331.646 227.145 1536 332.748 220.245 1536 333.184 213.501 0 332.977 206.121 0 287.373 203.482 1208 317.334 203.937 1229 301.696 216.346 1208 295.423 189.87 1204 288.979 188.468 1212 280.896 188.693 1238 275.265 192.095 1234 272.26 196.165 1234 309.108 189.899 1234 315.678 188.767 1243 323.988 189.256 1252 329.695 192.845 1270 332.535 196.764 0
1390385458.657 293.71 203.924 1204 290.959 201.758 1204 287.409 200.966 1208 283.876 201.775 1221 281.329 203.961 1216 284.025 204.966 1212 287.387 205.271 1208 290.799 204.823 1204 311.104 204.084 1221 313.832 202.122 1225 317.494 201.418 1234 321.047 202.34 1234 323.438 204.534 1238 320.829 205.436 1234 317.458 205.601 1229 314.059 205.07 1225 294.78 192.95 1195 288.844 191.619 1204 282.216 191.713 1229 277.95 194.243 1225 275.325 197.698 1225 276.472 198.971 1221 279.516 196.482 1225 283.169 195.071 1221 288.71 195.149 1204 294.256 196.053 1200 309.751 192.995 1229 315.779 191.89 1243 322.614 192.176 1247 326.994 194.865 1252 329.503 198.2 1261 328.324 199.545 1256 325.372 197.044 1252 321.592 195.557 1238 315.892 195.436 1238 310.138 196.145 1225 298.398 203.538 1212 297.726 208.036 1208 295.902 211.842 1208 292.839 215.007 1208 293.684 219.19 1204 299.623 219.065 1208 303.757 219.123 1212 309.96 219.408 1221 311.027 215.302 1221 308.096 211.975 1216 306.622 208.075 1216 306.236 203.61 1221 289.51 230.543 1204 293.283 227.361 1204 297.813 225.125 1204 301.78 225.866 1208 305.743 225.206 1216 310.374 227.448 1225 314.274 230.669 1243 310.844 232.43 1229 306.819 233.45 1221 301.842 233.783 1216 296.86 233.445 1208 292.871 232.426 1204 292.028 230.088 1204 296.542 228.922 1204 301.737 228.865 1208 307.065 229.012 1221 311.752 230.226 1225 307.063 229.703 1221 301.755 229.633 1208 296.577 229.611 1204 271.813 205.662 1225 271.449 213.106 1229 271.866 220.267 1238 272.878 227.489 1238 274.712 234.386 1247 277.851 240.373 1252 282.137 244.731 1247 287.418 248.408 1252 293.927 251.068 1252 301.771 252.239 1261 309.656 251.24 1270 316.663 248.725 1280 322.443 244.776 1294 327.015 239.845 1529 330.099 233.671 1536 331.793 226.955 1536 332.883 220.013 1542 333.29 213.233 0 333.052 205.877 0 287.437 203.43 1208 317.408 203.826 1229 301.861 216.364 1208 295.538 190.008 1200 289.186 188.612 1208 281.267 188.811 1234 275.657 192.053 1234 272.585 195.983 1234 309.169 190.024 1234 315.601 188.873 1243 323.714 189.297 1252 329.385 192.693 1270 332.293 196.471 0
